,Unnamed: 0,First,Second,Count
9648,9648,лява,гривнена,12
9654,9654,крак,е,12
9656,9656,пол,и,12
9657,9657,и,веднага,12
9659,9659,рефлекси,живи,12
9661,9661,леки,оттоци,12
9662,9662,на,пъпа,12
9663,9663,с,дискретни,12
9664,9664,вез.дишане,сухи,12
9666,9666,и,периферен,12
9668,9668,положително,двустранно,12
9673,9673,видимо,спокоен,12
9674,9674,БМИ,обиколка,12
9675,9675,ПУЛС,УД,12
9680,9680,исхемични,изменения,12
9681,9681,десен,клепач,12
9683,9683,белодробен,застой,12
9687,9687,отоци,намалени,12
9688,9688,подребрие,без,12
9689,9689,б.о,с,12
9693,9693,ОДА,запазен,12
9696,9696,акцентуиран,първи,12
9697,9697,върха,с,12
9698,9698,са,палпира,12
9699,9699,в,засегнатите,12
9703,9703,разнокалибрени,сухи,12
9704,9704,дейност,ЯСНИ,12
9705,9705,НА,ДВАТА,12
9706,9706,ясни,с.,12
9707,9707,за,повърхностна,12
9712,9712,ритмично,без,12
9713,9713,долен,външен,12
9714,9714,конюнктива,на,12
9716,9716,статус,ясно,12
9720,9720,без,инекция,12
9721,9721,СТ,В,12
9724,9724,и,артериални,12
9728,9728,статус,ало,12
9735,9735,леко,акцентуиран,12
9736,9736,мускулатура,палпаторна,12
9738,9738,акцент,А,12
9745,9745,ОПОРНО-ДВИГ.АПАРАТ,болки,12
9749,9749,дъга,без,12
9752,9752,силно,в,12
9753,9753,б.о,бъбреци,12
9754,9754,и,неболезнени,12
9755,9755,движения,запазени,12
9756,9756,перисталтика,физиологична,12
9759,9759,меко,небце,12
9765,9765,на,лешник,12
9767,9767,ИТМ,затлъстяване,12
9774,9774,стабилен,ясни,12
9775,9775,промени,за,12
9776,9776,ПАЛПАТОРНО,БОЛЕЗНЕН,12
9778,9778,суха,ГЛАВА,12
9780,9780,СПЕЦ.СТАТУС,болка,12
9786,9786,далак,б.о,12
9789,9789,зрение,норма,12
9790,9790,отпадна,невролог,12
9791,9791,горна,срединна,12
9792,9792,лява,половина,12
9794,9794,увеличени,крайници,12
9795,9795,намален,за,12
9796,9796,с,е,12
9798,9798,СПЕЦ.СТАТУС,данни,12
9811,9811,НА,ДОЛНИ,12
9812,9812,ДРОБ,сухи,12
9813,9813,ръката,и,12
9815,9815,В,ЗАДОВОЛИТЕЛНО,12
9817,9817,ъгъл,на,12
9818,9818,ДРОБ,ИЗОСТРЕНО,12
9819,9819,шумове,добри,12
9821,9821,възли,неуголемени,12
9823,9823,половина,в,12
9824,9824,опипват,патолог,12
9826,9826,УМЕРЕНО,ЖИВИ,12
9830,9830,ЦИКАТРИКС,ОТ,12
9832,9832,устен,ъгъл,12
9838,9838,влошено,общо,12
9842,9842,крайници,пулсации,12
9844,9844,ВЕНИ,варици,12
9845,9845,пат,изменения,12
9846,9846,без,огнищна,12
9847,9847,слухов,апарат,12
9856,9856,ДРОБ,без,12
9857,9857,трофични,рани,12
9859,9859,не,варикозни,12
9868,9868,и,цялост,12
9873,9873,КОРЕМ,без,12
9875,9875,по-изразена,в,12
9877,9877,ляв,клепач,12
9882,9882,прибавени,единични,12
9885,9885,ПЛВ,ЕЗИК,12
9887,9887,развит,за,12
9889,9889,дишане,ясни,12
9892,9892,състояние,С,12
9898,9898,визус,след,12
9899,9899,пулс,регулярен,12
9901,9901,на,колянната,12
9908,9908,болезнен,опорно,12
9914,9914,декстра,=,12
9916,9916,сетивност,не,12
9917,9917,палпират,патолог,12
9922,9922,не,присъства,12
9924,9924,венозен,шиен,12
9928,9928,ЧАСТИЧНА,МОТОРНА,12
9929,9929,МОТОРНА,АФАЗИЯ,12
9930,9930,по,средната,12
9931,9931,обема,на,12
9936,9936,застойни,явления,12
9937,9937,рит.сър.дейност,глуховати,12
9941,9941,рит,сър,12
9945,9945,НА,ПОДБЕДРИЦИТЕ,12
9948,9948,уголемени,ОПОРНО-ДВИГ.АПАРАТ,12
9952,9952,РСД,СТ,12
9954,9954,пристъпи,със,12
9957,9957,в,гранични,12
9958,9958,гранични,размери,12
9960,9960,за,варици,12
9967,9967,мек,ЧД,12
9972,9972,ХСМ,няма,12
9974,9974,система-ритмична,ясни,12
9978,9978,и,раздвоен,12
9980,9980,симфизата,физиологична,12
9985,9985,доказано,заболяване,12
9987,9987,функции,и,12
9994,9994,б.о,цветоусещане,12
9999,9999,спокойно,без,12
10000,10000,палпаторно,ДС,12
10009,10009,запазено,о,12
10012,10012,и,зеници,12
10013,10013,зеници,б.о,12
10023,10023,цветоусещане,запазени,12
10032,10032,явни,и,12
10034,10034,А,НА,12
10040,10040,Ч.М.Н,НИСТАГЪМ,12
10041,10041,НИСТАГЪМ,няма,12
10042,10042,няма,),12
10048,10048,напълнен,СД,12
10051,10051,ОДА,възрастови,12
10052,10052,походка,нарушени,12
10054,10054,ЗРЕНИЕ,по-малко,12
10055,10055,адекватен,спокоен,12
10058,10058,СНР,намалени,12
10060,10060,а.,съдове,12
10063,10063,възраст,отговарящ,12
10064,10064,ВКФ,в,12
10076,10076,ГРАНИЦИ,В,12
10078,10078,еднакво,за,12
10079,10079,ръце,корем,12
10080,10080,болезненост,черен,12
10081,10081,розови,ИТМ,12
10085,10085,няма,психично,12
10089,10089,усилен,ри,12
10091,10091,формации,ОДА,12
10097,10097,съдов,хирург,11
10098,10098,отделение,по,11
10101,10101,годишен,профилактичен,11
10103,10103,отпадналост,безапетитие,11
10109,10109,редовно,поддържащата,11
10110,10110,отпадналост,болки,11
10111,10111,е,от,11
10112,10112,и,често,11
10114,10114,което,се,11
10115,10115,болезнен,оток,11
10116,10116,зачервено,гърло,11
10117,10117,за,проследяване,11
10118,10118,за,оперативна,11
10119,10119,подуване,и,11
10120,10120,на,от,11
10121,10121,стационарно,лечение,11
10122,10122,влажна,кашлица,11
10123,10123,повод,злокачествено,11
10124,10124,отпадналост,и,11
10125,10125,лечение,и,11
10126,10126,варикозно,променени,11
10130,10130,мътна,урина,11
10132,10132,суха,дразнеща,11
10134,10134,в,покой,11
10135,10135,ставите,и,11
10136,10136,бяло,течение,11
10138,10138,няколко,седмици,11
10139,10139,след,фрактура,11
10141,10141,се,изморява,11
10142,10142,оценка,на,11
10143,10143,нарушено,равновесие,11
10145,10145,на,пик.мехур,11
10146,10146,ОПЕРАТИВНО,ЛЕЧЕНИЕ,11
10148,10148,има,сърцебиене,11
10149,10149,сърцебиене,тежест,11
10150,10150,не,вижда,11
10152,10152,с,хипертония,11
10153,10153,и,глезените,11
10154,10154,за,диспансеризация,11
10155,10155,лекува,системно,11
10156,10156,и,захарен,11
10158,10158,който,е,11
10159,10159,на,мозъка,11
10162,10162,пациентка,която,11
10163,10163,умерено,диференциран,11
10164,10164,с,изтръпване,11
10165,10165,добро,състояние,11
10166,10166,ексцизия,на,11
10167,10167,на,гласни,11
10168,10168,се,лечение,11
10169,10169,лявото,рамо,11
10170,10170,област,в,11
10171,10171,към,специалист,11
10172,10172,лявата,млечна,11
10173,10173,от,невролог,11
10174,10174,насочва,към,11
10177,10177,поставен,стенд,11
10178,10178,уморяемост,при,11
10179,10179,на,устната,11
10180,10180,главоболие,болки,11
10182,10182,ту,на,11
10183,10183,с,изтичане,11
10184,10184,контрол,и,11
10185,10185,се,до,11
10186,10186,с,двустранна,11
10188,10188,при,натоварване,11
10189,10189,кожата,в,11
10190,10190,следи,се,11
10191,10191,оплаквания,за,11
10192,10192,на,ДМЖ,11
10193,10193,на,десните,11
10195,10195,се,явява,11
10196,10196,шията,и,11
10198,10198,увреждане,на,11
10199,10199,в,на,11
10200,10200,С,хипертония,11
10201,10201,в,ТБС,11
10202,10202,в,гръдния,11
10204,10204,повече,на,11
10205,10205,налягане,амбулаторно,11
10206,10206,амбулаторно,посещение,11
10207,10207,с,МСБ,11
10208,10208,при,ходене,11
10209,10209,от,специалистите,11
10210,10210,наблюдава,и,11
10211,10211,и,води,11
10216,10216,и,под,11
10217,10217,при,ПМ,11
10218,10218,шийни,и,11
10219,10219,се,след,11
10221,10221,усилия,непостоянно,11
10222,10222,ниско,под,11
10223,10223,розова,със,11
10225,10225,по,цялата,11
10226,10226,става,оточна,11
10227,10227,горен,десен,11
10228,10228,и,точки,11
10230,10230,стави,деформирани,11
10231,10231,лява,китка,11
10233,10233,разнокалибрени,хрипове,11
10235,10235,по,коленете,11
10244,10244,хъркащи,и,11
10247,10247,ОДА,оток,11
10249,10249,състояние,увредено,11
10251,10251,разширени,на,11
10252,10252,стави,оточни,11
10254,10254,долни,и,11
10256,10256,по,фланговете,11
10258,10258,ВЪЗЛИ,НЕУВЕЛИЧЕНИ,11
10259,10259,СЛЕЗКА,НЕУВЕЛИЧЕНИ,11
10265,10265,прав,добре,11
10268,10268,слух,нормален,11
10272,10272,увеличени,шийни,11
10273,10273,дишане,един,11
10274,10274,лява,ушна,11
10275,10275,без,оплакване,11
10277,10277,а,дорзалис,11
10280,10280,ритмична,ясни,11
10281,10281,болезнени,ограничени,11
10282,10282,долавя,шепот,11
10285,10285,болезнен,на,11
10286,10286,и,свиркащи,11
10287,10287,ОПОРНО-ДВИГ.АПАРАТ,леко,11
10288,10288,ляв,уретер,11
10293,10293,ригидна,паравертебрална,11
10294,10294,растежни,симптоми,11
10295,10295,движения,във,11
10298,10298,подбедрици,без,11
10299,10299,вид.лигавици,б.о,11
10305,10305,б.о,НС,11
10308,10308,ЗРЕНИЕ,б.о,11
10313,10313,зрение,без,11
10315,10315,изразен,тремор,11
10320,10320,съхранени,пулсации,11
10323,10323,белодробни,полета,11
10325,10325,ясни,ритмични,11
10326,10326,по,устните,11
10327,10327,физическо,развитие,11
10330,10330,и,запазена,11
10331,10331,и,изгладен,11
10333,10333,с,груби,11
10335,10335,глава,б.о,11
10340,10340,с,ограничен,11
10341,10341,статус,данни,11
10342,10342,шиен,и,11
10343,10343,дясното,бедро,11
10344,10344,промени,при,11
10345,10345,с,меко-еластична,11
10347,10347,стени,добра,11
10348,10348,дясна,без,11
10349,10349,палпаторно,без,11
10351,10351,жлеза,оперативно,11
10352,10352,НА,РЕБРЕНАТА,11
10355,10355,възли,с,11
10356,10356,запазено,тоново,11
10357,10357,тоново,съотношение,11
10360,10360,без,нарушена,11
10361,10361,нарушена,цялост,11
10364,10364,от,левостранна,11
10366,10366,ма,чисти,11
10369,10369,мл.жлеза,б.о,11
10371,10371,отоци,нормални,11
10372,10372,претер,в,11
10375,10375,и,ограничена,11
10377,10377,слезка,с,11
10378,10378,симетричен,двете,11
10383,10383,жлеза,нормални,11
10384,10384,хрипове,повече,11
10385,10385,ушен,канал,11
10388,10388,с,патерица,11
10390,10390,оток,запазени,11
10392,10392,един,дребни,11
10393,10393,КОЖА,ЧИСТА,11
10394,10394,ГЪРЛО,СПОКОЙНО,11
10395,10395,ШЕПОТНА,РЕЧ,11
10396,10396,подбедрици,запазени,11
10398,10398,И,ВИД,11
10399,10399,основа,РСД,11
10410,10410,с,сухи,11
10413,10413,за,леви,11
10414,10414,големина,колкото,11
